Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
1071,460,3,17.1,1,1,1,111,3,LOST
2153,381,4,17.09,1,1,1,111,3,LOST
2675,106,6,17.0,3,2,1,321,6,REGULAR
1755,574,4,16.9,1,1,1,111,3,LOST
4158,4,4,16.85,4,1,1,411,6,NEW
1471,496,4,16.8,1,1,1,111,3,LOST
1059,564,5,16.8,1,1,1,111,3,LOST
2145,18,5,16.8,4,1,1,411,6,NEW
1222,97,4,16.8,3,1,1,311,5,REGULAR
1496,613,2,16.8,1,1,1,111,3,LOST
3408,55,6,16.7,4,2,1,421,7,PROMISING
1046,189,4,16.7,2,1,1,211,4,REGULAR
3272,192,4,16.65,2,1,1,211,4,REGULAR
3501,156,4,16.6,2,1,1,211,4,REGULAR
1228,310,3,16.6,1,1,1,111,3,LOST
4032,142,4,16.6,2,1,1,211,4,REGULAR
3634,20,5,16.6,4,1,1,411,6,NEW
1630,222,4,16.5,2,1,1,211,4,REGULAR
4885,75,2,16.4,3,1,1,311,5,REGULAR
3064,362,4,16.4,1,1,1,111,3,LOST
4973,581,3,16.4,1,1,1,111,3,LOST
3968,48,5,16.4,4,1,1,411,6,NEW
1029,291,2,16.35,1,1,1,111,3,LOST
1933,435,2,16.21,1,1,1,111,3,LOST
4961,423,2,16.2,1,1,1,111,3,LOST
2894,291,2,16.0,1,1,1,111,3,LOST
1537,332,5,16.0,1,1,1,111,3,LOST
1124,494,4,15.9,1,1,1,111,3,LOST
3482,518,7,15.8,1,2,1,121,4,REGULAR
3652,103,4,15.7,3,1,1,311,5,REGULAR
4630,549,2,15.7,1,1,1,111,3,LOST
4435,389,8,15.7,1,2,1,121,4,REGULAR
3994,393,2,15.7,1,1,1,111,3,LOST
2992,51,3,15.6,4,1,1,411,6,NEW
4730,399,4,15.6,1,1,1,111,3,LOST
4528,78,4,15.4,3,1,1,311,5,REGULAR
1558,268,2,15.4,2,1,1,211,4,REGULAR
3000,495,2,15.4,1,1,1,111,3,LOST
3706,408,2,15.3,1,1,1,111,3,LOST
2354,497,6,15.3,1,2,1,121,4,REGULAR
1096,155,2,15.3,2,1,1,211,4,REGULAR
4949,134,2,15.2,3,1,1,311,5,REGULAR
4846,391,5,15.0,1,1,1,111,3,LOST
1267,594,2,15.0,1,1,1,111,3,LOST
2720,552,2,14.9,1,1,1,111,3,LOST
2808,239,6,14.8,2,2,1,221,5,REGULAR
1187,18,7,14.77,4,2,1,421,7,PROMISING
1860,522,4,14.7,1,1,1,111,3,LOST
2953,360,3,14.6,1,1,1,111,3,LOST
4514,531,2,14.6,1,1,1,111,3,LOST
3173,158,2,14.6,2,1,1,211,4,REGULAR
1321,261,5,14.6,2,1,1,211,4,REGULAR
4904,389,2,14.5,1,1,1,111,3,LOST
2773,579,2,14.5,1,1,1,111,3,LOST
3605,269,3,14.5,2,1,1,211,4,REGULAR
4378,240,4,14.5,2,1,1,211,4,REGULAR
3377,488,2,14.4,1,1,1,111,3,LOST
3624,597,2,14.4,1,1,1,111,3,LOST
4454,7,3,14.1,4,1,1,411,6,NEW
3993,315,3,13.9,1,1,1,111,3,LOST
3889,372,5,13.8,1,1,1,111,3,LOST
2197,542,2,13.8,1,1,1,111,3,LOST
3103,385,4,13.8,1,1,1,111,3,LOST
3981,5,4,13.7,4,1,1,411,6,NEW
1401,215,4,13.6,2,1,1,211,4,REGULAR
4795,153,2,13.5,2,1,1,211,4,REGULAR
4994,325,2,13.5,1,1,1,111,3,LOST
1436,304,2,13.49,1,1,1,111,3,LOST
4653,416,4,13.4,1,1,1,111,3,LOST
1519,428,2,13.4,1,1,1,111,3,LOST
2826,482,2,13.4,1,1,1,111,3,LOST
4739,391,4,13.2,1,1,1,111,3,LOST
2012,276,4,13.2,1,1,1,111,3,LOST
2963,582,4,13.2,1,1,1,111,3,LOST
3995,187,4,13.0,2,1,1,211,4,REGULAR
4496,341,2,13.0,1,1,1,111,3,LOST
1915,145,4,13.0,2,1,1,211,4,REGULAR
2637,468,4,12.9,1,1,1,111,3,LOST
1898,414,2,12.8,1,1,1,111,3,LOST
2968,74,2,12.64,3,1,1,311,5,REGULAR
4043,343,2,12.6,1,1,1,111,3,LOST
3418,292,4,12.4,1,1,1,111,3,LOST
1310,403,4,12.4,1,1,1,111,3,LOST
2292,280,2,12.4,1,1,1,111,3,LOST
3097,142,2,12.4,2,1,1,211,4,REGULAR
3453,14,4,12.1,4,1,1,411,6,NEW
3163,366,4,12.1,1,1,1,111,3,LOST
3932,602,2,12.1,1,1,1,111,3,LOST
2116,123,4,12.1,3,1,1,311,5,REGULAR
4945,150,2,12.0,2,1,1,211,4,REGULAR
4805,78,4,12.0,3,1,1,311,5,REGULAR
1643,246,4,12.0,2,1,1,211,4,REGULAR
3733,512,4,12.0,1,1,1,111,3,LOST
3216,321,4,12.0,1,1,1,111,3,LOST
3350,586,4,11.9,1,1,1,111,3,LOST
3454,13,2,11.8,4,1,1,411,6,NEW
1397,9,2,11.8,4,1,1,411,6,NEW
3174,324,4,11.8,1,1,1,111,3,LOST
1721,76,6,11.8,3,2,1,321,6,REGULAR
4309,106,4,11.7,3,1,1,311,5,REGULAR
1826,376,2,11.7,1,1,1,111,3,LOST
4248,447,2,11.7,1,1,1,111,3,LOST
2008,70,6,11.65,3,2,1,321,6,REGULAR
3333,311,4,11.6,1,1,1,111,3,LOST
4824,559,2,11.6,1,1,1,111,3,LOST
1579,563,2,11.5,1,1,1,111,3,LOST
2878,421,4,11.5,1,1,1,111,3,LOST
4562,419,4,11.4,1,1,1,111,3,LOST
3436,278,2,11.4,1,1,1,111,3,LOST
3240,363,4,11.4,1,1,1,111,3,LOST
2417,422,2,11.4,1,1,1,111,3,LOST
3098,117,4,11.4,3,1,1,311,5,REGULAR
1963,0,2,11.1,4,1,1,411,6,NEW
2889,344,2,11.1,1,1,1,111,3,LOST
1762,182,4,11.0,2,1,1,211,4,REGULAR
2474,324,2,11.0,1,1,1,111,3,LOST
4011,489,2,11.0,1,1,1,111,3,LOST
1439,139,2,10.9,2,1,1,211,4,REGULAR
3290,215,2,10.9,2,1,1,211,4,REGULAR
2911,169,4,10.85,2,1,1,211,4,REGULAR
1415,367,4,10.8,1,1,1,111,3,LOST
1266,490,2,10.8,1,1,1,111,3,LOST
1925,575,2,10.7,1,1,1,111,3,LOST
3007,393,4,10.7,1,1,1,111,3,LOST
4707,322,4,10.7,1,1,1,111,3,LOST
4530,109,4,10.6,3,1,1,311,5,REGULAR
2558,140,2,10.6,2,1,1,211,4,REGULAR
3610,470,4,10.6,1,1,1,111,3,LOST
2350,579,4,10.5,1,1,1,111,3,LOST
3179,284,2,10.5,1,1,1,111,3,LOST
1177,77,4,10.45,3,1,1,311,5,REGULAR
2024,527,4,10.25,1,1,1,111,3,LOST
2988,77,2,10.2,3,1,1,311,5,REGULAR
1688,50,2,10.1,4,1,1,411,6,NEW
2373,495,2,10.1,1,1,1,111,3,LOST
4521,106,2,10.0,3,1,1,311,5,REGULAR
3576,594,2,10.0,1,1,1,111,3,LOST
1180,493,4,9.9,1,1,1,111,3,LOST
4755,3,3,9.9,4,1,1,411,6,NEW
3422,521,2,9.8,1,1,1,111,3,LOST
4590,498,2,9.6,1,1,1,111,3,LOST
4982,151,3,9.6,2,1,1,211,4,REGULAR
1469,489,2,9.5,1,1,1,111,3,LOST
4072,138,2,9.4,2,1,1,211,4,REGULAR
3944,361,3,9.4,1,1,1,111,3,LOST
3134,206,2,9.4,2,1,1,211,4,REGULAR
1089,390,2,9.3,1,1,1,111,3,LOST
3796,207,2,9.0,2,1,1,211,4,REGULAR
2841,10,2,9.0,4,1,1,411,6,NEW
4472,445,2,9.0,1,1,1,111,3,LOST
2614,188,2,9.0,2,1,1,211,4,REGULAR
2136,323,2,9.0,1,1,1,111,3,LOST
3373,6,4,8.8,4,1,1,411,6,NEW
4506,141,2,8.7,2,1,1,211,4,REGULAR
2096,339,2,8.6,1,1,1,111,3,LOST
3126,393,2,8.5,1,1,1,111,3,LOST
4099,337,5,8.5,1,1,1,111,3,LOST
3700,255,3,8.4,2,1,1,211,4,REGULAR
4703,436,2,8.2,1,1,1,111,3,LOST
1063,341,4,8.1,1,1,1,111,3,LOST
2759,156,2,8.0,2,1,1,211,4,REGULAR
3823,385,2,7.9,1,1,1,111,3,LOST
3136,611,2,7.9,1,1,1,111,3,LOST
3874,529,2,7.8,1,1,1,111,3,LOST
4834,247,2,7.8,2,1,1,211,4,REGULAR
1400,445,2,7.8,1,1,1,111,3,LOST
2783,274,2,7.8,1,1,1,111,3,LOST
3412,338,4,7.8,1,1,1,111,3,LOST
1227,601,2,7.7,1,1,1,111,3,LOST
1744,93,4,7.65,3,1,1,311,5,REGULAR
3714,571,4,7.65,1,1,1,111,3,LOST
1989,112,2,7.6,3,1,1,311,5,REGULAR
2684,353,3,7.5,1,1,1,111,3,LOST
2425,313,3,7.5,1,1,1,111,3,LOST
2735,212,2,7.4,2,1,1,211,4,REGULAR
3093,292,2,7.32,1,1,1,111,3,LOST
3771,374,2,7.3,1,1,1,111,3,LOST
3510,362,2,7.3,1,1,1,111,3,LOST
1375,80,2,7.2,3,1,1,311,5,REGULAR
3301,249,2,7.1,2,1,1,211,4,REGULAR
3270,229,2,6.9,2,1,1,211,4,REGULAR
4447,243,2,6.8,2,1,1,211,4,REGULAR
3631,474,2,6.8,1,1,1,111,3,LOST
4188,497,2,6.72,1,1,1,111,3,LOST
1976,77,3,6.7,3,1,1,311,5,REGULAR
1251,34,3,6.6,4,1,1,411,6,NEW
3431,517,2,6.6,1,1,1,111,3,LOST
4365,313,3,6.5,1,1,1,111,3,LOST
2304,182,2,6.4,2,1,1,211,4,REGULAR
4889,330,3,6.4,1,1,1,111,3,LOST
2297,304,2,5.92,1,1,1,111,3,LOST
1642,458,2,5.9,1,1,1,111,3,LOST
3239,33,2,5.9,4,1,1,411,6,NEW
3478,272,2,5.8,1,1,1,111,3,LOST
3124,265,3,5.7,2,1,1,211,4,REGULAR
4366,139,2,5.7,2,1,1,211,4,REGULAR
3824,321,2,5.4,1,1,1,111,3,LOST
2296,566,2,5.35,1,1,1,111,3,LOST
2213,492,2,5.3,1,1,1,111,3,LOST
3345,91,2,5.2,3,1,1,311,5,REGULAR
4142,43,2,4.9,4,1,1,411,6,NEW
2497,511,2,4.9,1,1,1,111,3,LOST
2591,385,3,4.8,1,1,1,111,3,LOST
4419,7,2,4.6,4,1,1,411,6,NEW
4062,398,2,4.6,1,1,1,111,3,LOST
3362,578,2,4.6,1,1,1,111,3,LOST
4386,113,2,4.5,3,1,1,311,5,REGULAR
1592,397,2,4.4,1,1,1,111,3,LOST
3490,174,2,4.4,2,1,1,211,4,REGULAR
2248,288,2,4.4,1,1,1,111,3,LOST
2668,394,2,4.2,1,1,1,111,3,LOST
3503,31,2,4.1,4,1,1,411,6,NEW
1626,315,2,4.1,1,1,1,111,3,LOST
3858,278,2,4.0,1,1,1,111,3,LOST
3723,291,2,3.9,1,1,1,111,3,LOST
3990,593,2,3.7,1,1,1,111,3,LOST
1093,277,2,3.65,1,1,1,111,3,LOST
4151,58,1,3.6,3,1,1,311,5,REGULAR
1414,220,2,3.4,2,1,1,211,4,REGULAR
3625,439,2,3.4,1,1,1,111,3,LOST
4023,343,2,3.4,1,1,1,111,3,LOST
4816,152,2,3.2,2,1,1,211,4,REGULAR
4926,405,2,2.9,1,1,1,111,3,LOST
1314,481,2,2.9,1,1,1,111,3,LOST
1039,213,2,2.7,2,1,1,211,4,REGULAR
3162,207,2,2.6,2,1,1,211,4,REGULAR
2640,252,1,2.4,2,1,1,211,4,REGULAR
3949,273,2,2.1,1,1,1,111,3,LOST
1560,593,2,1.9,1,1,1,111,3,LOST
1221,410,2,1.7,1,1,1,111,3,LOST
4029,429,1,1.6,1,1,1,111,3,LOST
1250,448,2,1.3,1,1,1,111,3,LOST
4565,0,1,1.1,4,1,1,411,6,NEW
3444,631,8,117.06,1,2,4,124,7,LOYAL
2806,633,10,98.5,1,3,3,133,7,REGULAR
1552,720,2,80.1,1,1,3,113,5,REGULAR
3149,704,3,79.5,1,1,3,113,5,REGULAR
3320,627,6,73.4,1,1,3,113,5,REGULAR
4140,678,6,50.2,1,2,2,122,5,REGULAR
4599,616,4,49.4,1,1,2,112,4,REGULAR
1568,661,4,48.9,1,1,2,112,4,REGULAR
2411,618,6,48.4,1,2,2,122,5,REGULAR
4815,705,2,47.9,1,1,2,112,4,REGULAR
4055,645,3,47.41,1,1,2,112,4,REGULAR
3541,652,4,44.9,1,1,2,112,4,REGULAR
4978,711,2,42.6,1,1,1,111,3,LOST
4458,649,6,38.2,1,2,1,121,4,REGULAR
4317,643,4,37.1,1,1,1,111,3,LOST
4663,621,6,36.65,1,2,1,121,4,REGULAR
3403,623,7,35.92,1,2,1,121,4,REGULAR
2725,702,4,33.4,1,1,1,111,3,LOST
3367,671,2,32.8,1,1,1,111,3,LOST
3964,659,5,32.7,1,1,1,111,3,LOST
3565,624,3,31.54,1,1,1,111,3,LOST
1121,655,2,30.62,1,1,1,111,3,LOST
3825,702,2,29.14,1,1,1,111,3,LOST
1640,662,4,27.4,1,1,1,111,3,LOST
2334,668,5,27.0,1,1,1,111,3,LOST
2828,697,2,26.8,1,1,1,111,3,LOST
4884,699,2,26.3,1,1,1,111,3,LOST
2866,623,2,25.0,1,1,1,111,3,LOST
2322,683,4,24.8,1,1,1,111,3,LOST
4143,663,4,24.7,1,1,1,111,3,LOST
1352,667,2,24.41,1,1,1,111,3,LOST
4791,671,4,24.4,1,1,1,111,3,LOST
1005,706,4,24.0,1,1,1,111,3,LOST
3372,673,2,23.8,1,1,1,111,3,LOST
4621,642,2,23.7,1,1,1,111,3,LOST
4520,647,6,21.0,1,2,1,121,4,REGULAR
2987,623,2,20.6,1,1,1,111,3,LOST
2748,637,2,20.4,1,1,1,111,3,LOST
3536,635,3,20.1,1,1,1,111,3,LOST
3197,669,3,19.8,1,1,1,111,3,LOST
4208,695,2,18.0,1,1,1,111,3,LOST
4775,641,3,17.6,1,1,1,111,3,LOST
4490,708,4,17.6,1,1,1,111,3,LOST
4279,702,2,16.9,1,1,1,111,3,LOST
1745,648,2,14.4,1,1,1,111,3,LOST
3105,627,2,14.2,1,1,1,111,3,LOST
1673,631,2,13.9,1,1,1,111,3,LOST
3108,645,4,13.85,1,1,1,111,3,LOST
2442,674,2,13.4,1,1,1,111,3,LOST
2456,655,2,12.5,1,1,1,111,3,LOST
3943,636,2,12.3,1,1,1,111,3,LOST
4423,673,2,11.4,1,1,1,111,3,LOST
1956,716,2,11.3,1,1,1,111,3,LOST
3607,676,2,11.2,1,1,1,111,3,LOST
1036,709,2,10.8,1,1,1,111,3,LOST
3376,722,3,10.3,1,1,1,111,3,LOST
3243,727,2,8.9,1,1,1,111,3,LOST
2717,727,2,8.4,1,1,1,111,3,LOST
2387,659,2,8.1,1,1,1,111,3,LOST
3777,672,2,7.9,1,1,1,111,3,LOST
3080,683,2,7.85,1,1,1,111,3,LOST
1084,621,2,7.6,1,1,1,111,3,LOST
2482,708,3,6.9,1,1,1,111,3,LOST
4631,673,2,6.8,1,1,1,111,3,LOST
2302,700,2,6.0,1,1,1,111,3,LOST
1243,721,2,6.0,1,1,1,111,3,LOST
4247,727,2,5.6,1,1,1,111,3,LOST
3780,674,2,3.7,1,1,1,111,3,LOST
